belongs_to_collection,budget,genres,id,original_language,overview,popularity,release_date,revenue,title,vote_average,vote_count,return,release_year,Actors,Directores
standar,179000.0,Horror Science Fiction,27429.0,en,"The residents of a suburban high-rise apartment building are being infected by a strain of parasites that turn them into mindless, sex-crazed fiends out to infect others by the slightest sexual contact.",11.540666,1975-10-10,0.0,Shivers,6.3,127.0,0.0,1975,"Paul Hampton, Joe Silver, Lynn Lowry, Barbara Steele, Allan Kolman, Susan Petrie, Ronald Mlodzik, Barry Baldaro, Vlasta Vrána",David Cronenberg
standar,42000000.0,Thriller,2057.0,en,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp",9.970359,2001-08-03,35402320.0,Original Sin,5.8,200.0,0.842912380952381,2001,"Angelina Jolie, Antonio Banderas, Gregory Itzin, Jack Thompson, Allison Mackie, Joan Pringle, Cordelia Richards, Thomas Jane, James Haven, Lisa Owen",Michael Cristofer
standar,6500000.0,Drama History War,1116.0,en,"In 1920s Ireland young doctor Damien O'Donovan prepares to depart for a new job in a London hospital. As he says his goodbyes at a friend's farm, British Black and Tans arrive, and a young man is killed. Damien joins his brother Teddy in the Irish Republican Army, but political events are soon set in motion that tear the brothers apart.",6.752524,2006-06-23,22889018.0,The Wind That Shakes the Barley,7.1,155.0,3.5213873846153847,2006,"Cillian Murphy, Pádraic Delaney, Liam Cunningham, Orla Fitzgerald, Gerard Kearney, William Ruane, Roger Allam, Laurence Barry, Sabrina Barry, Kieran Aherne, Scott Peden, Mary O'Riordan, Mary Murphy, Damien Kearney, Frank Bourke, Myles Horgan, Martin Lucey, Aidan O'Hare, Shane Casey, John Crean, Máirtín de Cógáin, Keith Dunphy, Kieran Hegarty, Shane Nott, Kevin O'Brien, Gary McCarthy, Tim O'Mahon, Graham Browne, Owen Buckley, Aidan Fitzpatrick, Vince Hannington, Denis Kelleher, Colin McClery, Finbar O'Mahon, John Quinlan, Peggy Lynch, Noel O'Donovan, Peter O'Mahoney, Barry Bourke, Frank O'Sullivan, Diarmuid Ó'Dálaigh, Corina Gough, Danny Riordan, Peg Crowley, Fiona Lawton, Clare Dineen, Sean McGinley, Tomas OhEalaithe, Nora Lynch, Diarmuid Ní Mheachair, Denis Conway, Barry L. Looney, Connie O'Connail, Aine O'Connor, Francis O'Connor, Peadr O'Riada, Neil Brand, Tom Charnock, Alan Ready, Mark Wakeling, Antony Byrne, Anthony Mark Streeter, Bill Armstrong, Christopher Bown, Mark Bryce, Alex Dee, Jonny Holmes, Allan Huntley, Bill Hurst, Daniel Kington, Jamie Lomas, Owen McQuade, Richard Oldham, Colin Parry, Bernie Sweeney, Derek Taylor, Neil Alan Taylor, Gregor Wood, Karl Dawson, Niall McCarthy, Siobhan McSweeney, Seamus Moynihan",Ken Loach
Naked Gun Collection,12000000.0,Comedy Crime,37136.0,en,"When the incompetent Officer Frank Drebin seeks the ruthless killer of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth.",15.698222,1988-12-02,78756177.0,The Naked Gun: From the Files of Police Squad!,7.1,1020.0,6.56301475,1988,"Leslie Nielsen, Priscilla Presley, Ricardo Montalban, George Kennedy, O.J. Simpson, Susan Beaubian, Nancy Marchand, Raye Birk, Jeannette Charles, Ed Williams, Tiny Ron Taylor, ""Weird Al"" Yankovic, Tom Dugan, Joyce Brothers, Lawrence Tierney, Reggie Jackson, Dick Enberg, Mel Allen, Dick Vitale, Jesse Ventura, John Houseman",David Zucker
standar,12000000.0,Comedy Drama,8669.0,en,"Awkward teenager Charlie Bartlett (Anton Yelchin) has trouble fitting in at a new high school. Charlie needs some friends fast, and decides that the best way to find them is to appoint himself the resident psychiatrist. He becomes one of the most popular guys in school by doling out advice and, occasionally, medication, to the student body.",6.135652,2008-02-22,0.0,Charlie Bartlett,6.5,228.0,0.0,2008,"Anton Yelchin, Robert Downey Jr., Hope Davis, Kat Dennings, Tyler Hilton, Mark Rendall, Dylan Taylor, Megan Park, Jonathan Malen, Derek McGrath, Stephen Young, Ishan Davé, Dave Brown, Eric Fink, Noam Jenkins, Lauren Collins, Annick Obonsawin, Sarah Gadon, Drake, Michael D'Ascenzo, Dwane McLean, Quancetia Hamilton, Richard Alan Campbell, Kim Roberts, David Fraser, Marvin Karon, Abigail Bernardez, Laura Jeanes, Annamaria Janice McAndrew, Amelia Tenttave, Annabelle Singson, Julia Cohen, Abby Zotz, Maddy Wilde, Dorian Wolf, Airick Woodhead, Daniel Woodhead, Jake Epstein, Brendan Murray",Jon Poll
standar,0.0,Comedy Drama Romance,1901.0,en,"Dan Foreman is a seasoned advertisement sales executive at a high-ranking publication when a corporate takeover results in him being placed under naive supervisor Carter Duryea, who is half his age. Matters are made worse when Dan's new supervisor becomes romantically involved with his daughter an 18 year-old college student Alex.",7.684185,2004-12-29,0.0,In Good Company,5.9,198.0,0.0,2004,"Topher Grace, Scarlett Johansson, Dennis Quaid, Marg Helgenberger, David Paymer, Clark Gregg, Philip Baker Hall, Kevin Chapman, Selma Blair, Frankie Faison, Ty Burrell, Amy Aquino, Enrique Castillo, Malcolm McDowell, John Cho",Paul Weitz
standar,0.0,Crime Documentary,250658.0,en,Programming prodigy and information activist Aaron Swartz achieved groundbreaking work in social justice and political organizing. His passion for open access ensnared him in a legal nightmare that ended with the taking of his own life at the age of 26.,6.114898,2014-06-27,48911.0,The Internet's Own Boy: The Story of Aaron Swartz,7.8,180.0,0.0,2014,"Aaron Swartz, Tim Berners-Lee, Cory Doctorow, Peter Eckersley, Lawrence Lessig",Brian Knappenberger
standar,45000000.0,Comedy Family Science Fiction,926.0,en,"The stars of a 1970s sci-fi show - now scraping a living through re-runs and sci-fi conventions - are beamed aboard an alien spacecraft. Believing the cast's heroic on-screen dramas are historical documents of real-life adventures, the band of aliens turn to the ailing celebrities for help in their quest to overcome the oppressive regime in their solar system.",15.831374,1999-12-23,90683916.0,Galaxy Quest,6.9,722.0,2.0151981333333335,1999,"Tim Allen, Sigourney Weaver, Alan Rickman, Tony Shalhoub, Sam Rockwell, Daryl Mitchell, Enrico Colantoni, Robin Sachs, Jed Rees, Justin Long, Missi Pyle, Patrick Breen, Jeremy Howard, Sam Lloyd, Rainn Wilson, J.P. Manoux, Dian Bachar, Heidi Swedberg, Kevin McDonald, Kaitlin Cullum, Jonathan Feyer",Dean Parisot
standar,45000000.0,Comedy Fantasy Science Fiction,9304.0,en,"Construction worker Doug Kinney finds that the pressures of his working life, combined with his duties to his wife Laura and daughter Jennifer leaves him with little time for himself. However, he is approached by geneticist Dr. Owen Leeds, who offers Doug a rather unusual solution to his problems: cloning.",8.768806,1996-07-19,0.0,Multiplicity,5.5,158.0,0.0,1996,"Michael Keaton, Andie MacDowell, Harris Yulin, Eugene Levy, Zack Duhame, Katie Schlossberg, Richard Masur, Ann Cusack, John de Lancie, Judith Kahan, Brian Doyle-Murray, Obba Babatundé, Julie Bowen, Dawn Maxey, Kari Coleman, Steven Kampmann, Michael Milhoan, Skip Stellrecht, Jim Piddock, Robin Duke, Suzanne Herrington, Robert Ridgely, Glenn Shadix, Dennis R. Lyell, Richard Plon, Harold Plon, Justine A. Johnston, George Wallace, Michael Klesic",Harold Ramis
standar,1814462.0,Crime Thriller,1485.0,en,"Michael Caine is Jack Carter, a small-time hood working in London. When word reaches him of his brothers death, he travels to Newcastle to attend the funeral. Refusing to accept the police report of suicide, Carter seeks out his brother’s friends and acquaintances to learn who murdered his sibling and why. Tough gangster film with grim humour.",7.505268,1971-03-03,0.0,Get Carter,6.9,122.0,0.0,1971,"Michael Caine, Ian Hendry, Britt Ekland, John Osborne, Tony Beckley, Bryan Mosley, Geraldine Moffat, Petra Markham, George Sewell, Alun Armstrong, Rosemarie Dunham, Glynn Edwards, Bernard Hepton, Terence Rigby, John Bindon, Godfrey Quigley, Ben Aris",Mike Hodges
standar,5500000.0,Western,11901.0,en,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",9.91087,1973-04-19,15700000.0,High Plains Drifter,7.4,284.0,2.8545454545454545,1973,"Clint Eastwood, Verna Bloom, Marianna Hill, Mitchell Ryan, Jack Ging, Stefan Gierasch, Ted Hartley, Billy Curtis, Geoffrey Lewis, Scott Walker, Walter Barnes, Paul Brinegar, Richard Bull, Robert Donner, John Hillerman",Clint Eastwood
standar,13000000.0,Drama Horror Mystery Thriller,63311.0,es,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,9.782542,2011-08-17,5774854.0,The Skin I Live In,7.4,797.0,0.44421953846153844,2011,"Antonio Banderas, Elena Anaya, Marisa Paredes, Jan Cornet, Roberto Álamo, Eduard Fernández, José Gómez, Blanca Suárez, Susi Sánchez, Bárbara Lennie, Fernando Cayo, Chema Ruiz, Buika, Ana Mena, Teresa Manresa, Fernando Iglesias, Agustín Almodóvar, Miguel Almodóvar, Marta R. Mahou",Pedro Almodóvar
standar,40000000.0,Comedy Romance,20048.0,en,"In the glamorous world of New York City, Rebecca Bloomwood is a fun-loving girl who is really good at shopping-a little too good, perhaps. She dreams of working for her favorite fashion magazine, but can't quite get her foot in the door-until ironically, she snags a job as an advice columnist for a financial magazine published by the same company.",8.198789,2009-02-05,108332743.0,Confessions of a Shopaholic,6.1,787.0,2.708318575,2009,"Isla Fisher, Hugh Dancy, Krysten Ritter, Joan Cusack, John Goodman, John Lithgow, Kristin Scott Thomas, Fred Armisen, Leslie Bibb, Lynn Redgrave, Robert Stanton, Julie Hagerty, Nick Cornish, Wendie Malick, Lennon Parham, Peyton List, Michael Panes, Stephen Guarino, Yoshiro Kono, Katherine Sigismund, Claire Lautier, Brandi Burkhardt, Clea Lewis, Scott Evans",P.J. Hogan
standar,7000000.0,Thriller Crime Drama,334527.0,en,Four young men make a risky investment together that puts them in trouble with the mob.,12.579261,2015-11-20,0.0,Criminal Activities,5.8,111.0,0.0,2015,"Dan Stevens, John Travolta, Michael Pitt, Jackie Earle Haley, Travis Aaron Wade, Christopher Abbott, Rob Brown, Edi Gathegi, Morgan Wolk, Alan B. Jones, Chris Haley, Christopher Jay Gresham, Bobby C. King, Tyrone Jenkins, Rex Baker, Stan Van Pelt, Don Robert Cass, Jerry Lee Tucker, Deidre Harmon, Kenny Santiago Marrero, Aric Floyd, Ananias Dixon, Nick Loren, Lisa Catara",Jackie Earle Haley
standar,2500000.0,Comedy Drama Romance,164.0,en,"Fortune hunter Holly Golightly finds herself captivated by aspiring writer Paul Varjak, who's moved into her building on a wealthy woman's dime. As romance blooms between Paul and Holly, Doc Golightly shows up on the scene, revealing Holly's past.",10.879289,1961-10-05,9500000.0,Breakfast at Tiffany's,7.6,1082.0,3.8,1961,"Audrey Hepburn, George Peppard, Patricia Neal, Buddy Ebsen, Martin Balsam, Mickey Rooney, José Luis de Villalonga, John McGiver, Alan Reed, Dorothy Whitney, Beverly Powers, Stanley Adams, Claude Stroud, Elvia Allman, Orangey, Charles Sherlock",Blake Edwards
standar,0.0,Comedy,9611.0,en,"Two not-too-bright party girls reinvent themselves for their high school reunion. Armed with a borrowed Jaguar, new clothes and the story of their success as the inventors of Post-It notes, Romy and Michele descend on their alma mater, but their façade crumbles quickly.",5.889414,1997-04-25,29235353.0,Romy and Michele's High School Reunion,6.0,160.0,0.0,1997,"Mira Sorvino, Lisa Kudrow, Janeane Garofalo, Alan Cumming, Julia Campbell, Justin Theroux, Camryn Manheim, Elaine Hendrix",David Mirkin
standar,1000000.0,Drama Comedy,114750.0,en,"Four black students attend an Ivy League college where a riot breaks out over an “African American” themed party thrown by white students. With tongue planted firmly in cheek, the film explores racial identity in 'post-racial' America while weaving a story about forging one's unique path in the world.",5.546847,2014-10-17,0.0,Dear White People,6.2,222.0,0.0,2014,"Tessa Thompson, Tyler James Williams, Kyle Gallner, Teyonah Parris, Brandon P. Bell, Dennis Haysbert, Brittany Curran, Malcolm Barrett, Marque Richardson, Justin Dobies, Peter Syvertsen, Brandon Alter, Kate Gaulke, Keith Myers, Ashley Blaine Feathers",Justin Simien
standar,29000000.0,Adventure Fantasy Action Comedy Family,9449.0,en,"The four-inch-tall Clock family secretly share a house with the normal-sized Lender family, ""borrowing"" such items as thread, safety pins, batteries and scraps of food. However, their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house, which he plans to demolish in order to build apartments. The Lenders are forced to move, and the Clocks face the risk of being exposed to the normal-sized world.",14.924667,1997-12-05,0.0,The Borrowers,5.8,136.0,0.0,1997,"John Goodman, Jim Broadbent, Celia Imrie, Tom Felton, Hugh Laurie, Bradley Pierce, Mark Williams, Ruby Wax, Doon Mackichan, Alex Winter, Raymond Pickard, Flora Newbigin, Aden Gillett, David Freeman, Patrick Monckton",Peter Hewitt
Step Up Collection,30000000.0,Drama Romance,41233.0,en,"A tight-knit group of New York City street dancers, including Luke and Natalie, team up with NYU freshman Moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever.",9.111782,2010-08-04,159291809.0,Step Up 3D,6.6,595.0,5.309726966666667,2010,"Rick Malambri, Adam G. Sevani, Joe Slaughter, Sharni Vinson, Alyson Stoner, Keith Stallworth, Kendra Andrews, Stephen Boss, Martín Lombard, Facundo Lombard, Oren Michaeli, Daniel 'Cloud' Campos, Aja George, Straphanio 'Shonnie' Solomon, Terence Dickson, Chadd Smith, Britney 'B' Thomas, Terrance Harrison, Jonathan 'Legacy' Perez, Jaime Burgos III, Ivan 'Flipz' Velez, Ashlee Nino, Tamara Levinson, Ricardo 'Boogie Frantick' Rodriguez Jr., Mari Koda, Christopher Scott, Luis Rosado, LaJon Dantzler, Janelle Cambridge, Anjelo 'Lil Demon' Baligad, Jalen Testerman, Jose 'Boy Boi' Tena, Simrin C. Player, Joshua Allen, Jeffrey 'Machine' McCann, Casper Smart, Joshua Lee Ayers, Philip Albuquerque, Richard Steelo Vasquez, John 'J-Rock' Nelson, Aaron 'Deuce' Cooke, Moises Rivas, Zahra 'Jeskilz' Hamani, Ivan Koumaev, Sharya Howell, Carly Lang, Nick Wilson, Nick DeMoura, Bailey Hanks, Robin Lord Taylor, Alex Zelenty, Jimmy Smagula, Christopher Place, Mark Blum, Alex Charak, Carolina Ravassa, Ally Maki, Jamal Sims, Kevin Chew, Ken Marks, Mark Tallman, Jennifer Van Dyck, Kylie Goldstein, David Brown, Rhapsody James, Dylan Hartigan, Sal Mistretta, Sonnie Brown, Akira Takayama, Grandmaster Caz, Hi-Hat, Raymond Del Barrio, Marley Marl, Dan Ziskie, Ryan Daniel Beck, Sawandi Wilson, Noel Rodriguez, Marie 'Pandora' Medina, Tyrell Washington, Anthony Carr, Adrian Wiltshire, Dave Scott, Cedric Gardner, Josue Anthony, Richie Soto, Cheryl Alessio, George Alexander, Shawn Breathwaite, Leon C. Carswell, Bryan Dechart, Monique Dupree, Jason Etter, Ruby Feliciano, Moe Hindi, Jeremy Hudson, Morris Isby, Joseph Charles Kaye, Kristen Kress Parness, Chris Kulanusorstit, Zachary McElderry, Shauna Mitchell, Owen J. Murphy, Kathy Najimy, Stefanie Paige, Danielle Polanco, Alicia Quiñones, Tony Styles, Ashley Sugarman, Michael Trobiano, Uzimann, Sean Van der Wilt, Penelope Vazquez, Harry Shum Jr.",Jon M. Chu
standar,20000000.0,Drama Music,3902.0,en,"Six actors portray six personas of music legend Bob Dylan in scenes depicting various stages of his life, chronicling his rise from unknown folksinger to international icon and revealing how Dylan constantly reinvented himself.",9.351557,2007-10-01,4001121.0,I'm Not There.,6.6,202.0,0.20005605,2007,"Cate Blanchett, Heath Ledger, Julianne Moore, Ben Whishaw, Charlotte Gainsbourg, Michelle Williams, Christian Bale, Marcus Carl Franklin, Richard Gere, David Cross, Kris Kristofferson, Don Francks, Kim Roberts, Peter Friedman, Kim Gordon, Bruce Greenwood, Alison Folland, Jim James",Todd Haynes
standar,475000.0,Drama Mystery,9270.0,en,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,9.00314,2005-01-30,3919254.0,Brick,6.8,366.0,8.251061052631579,2005,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Meagan Good, Brian J. White, Richard Roundtree",Rian Johnson
X-Men Collection,160000000.0,Action Science Fiction Adventure,49538.0,en,"Before Charles Xavier and Erik Lensherr took the names Professor X and Magneto, they were two young men discovering their powers for the first time. Before they were arch-enemies, they were closest of friends, working together with other mutants (some familiar, some new), to stop the greatest threat the world has ever known.",0.738633,2011-05-24,353624124.0,X-Men: First Class,7.1,5252.0,2.210150775,2011,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon, Rose Byrne, Nicholas Hoult, January Jones, Jason Flemyng, Lucas Till, Caleb Landry Jones, Zoë Kravitz, Oliver Platt, Edi Gathegi, Álex González, Matt Craven, Rade Serbedzija, Glenn Morshower, Michael Ironside, Morgan Lily, Laurence Belcher, Beth Goddard, Bill Milner, Don Creech, Demetri Goritsas, James Remar, Ray Wise, Brendan Fehr, Hugh Jackman, Rebecca Romijn, David Agranov, Neil Fingleton, Corey Johnson, Annabelle Wallis, Éva Magyar, Tony Curran, Randall Batinkoff, Arthur Darbinyan, Georg Nikoloff, James Faulkner, Ludger Pistor, Wilfried Hochholdinger",Matthew Vaughn
standar,0.0,Fantasy Animation Family,10150.0,en,"From a riddle-speaking butterfly, a unicorn learns that she is supposedly the last of her kind, all the others having been herded away by the Red Bull. The unicorn sets out to discover the truth behind the butterfly's words. She is eventually joined on her quest by Schmendrick, a second-rate magician, and Molly Grue, a now middle-aged woman who dreamed all her life of seeing a unicorn. Their journey leads them far from home, all the way to the castle of King Haggard.",6.634939,1982-11-19,6455530.0,The Last Unicorn,7.0,117.0,0.0,1982,"Alan Arkin, Jeff Bridges, Mia Farrow, Tammy Grimes, Angela Lansbury, Christopher Lee, Nellie Bellflower, Don Messick, Keenan Wynn, Robert Klein, Paul Frees, Rene Auberjonois, Brother Theodore, Jack Lester, Ed Peck, Kenneth Jennings, Gerry Beckley","Jules Bass, Arthur Rankin, Jr."
standar,11000000.0,Drama,687.0,en,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,6.891317,1995-12-29,39363635.0,Dead Man Walking,7.3,350.0,3.5785122727272727,1995,"Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey, Celia Weston, Lois Smith, Scott Wilson, Roberta Maxwell, Margo Martindale, Jack Black, Ray Aranha, Peter Sarsgaard, Barton Heyman, Steve Boles, Nesbitt Blaisdell, Larry Pine, Kevin Cooney, Clancy Brown, Michael Cullen, Missy Yager, Jenny Krochmal, Jon Abrahams, Arthur Bridgers, Steve Carlisle, Eva Amurri Martino, Jack Henry Robbins, Dennis Neal, Molly Bryant, Adele Robbins, Pete Burris, Joan Glover, Lenore Banks, Scott Sowers, Cortez Nance Jr., Adam Nelson, Jeremy Knaster, Marcus Lyle Brown, Anthony Michael Frederick, Thomas McGowan, Codie Scott, Helen Prejean",Tim Robbins
standar,50000000.0,Comedy Drama,10312.0,en,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.",12.52181,1998-12-25,202292902.0,Patch Adams,7.0,863.0,4.04585804,1998,"Robin Williams, Philip Seymour Hoffman, Bob Gunton, Peter Coyote, Michael Jeter, Monica Potter, Harve Presnell, Daniel London, Josef Sommer, Irma P. Hall, Frances Lee McCain, Daniella Kuhn, James Greene, Harold Gould, Bruce Bohne, Harry Groener, Barry Shabaka Henley, Steven Anthony Jones, Richard Kiley, Douglas Roberts, Ellen Albertini Dow, Alan Tudyk, Ryan Hurst, Peter Siteri, Don West, Greg Sestero, Jason Aaron Baca, Ismael 'East' Carlo",Tom Shadyac
standar,25000000.0,Comedy Drama Romance,392.0,en,"A fable of emotional liberation and chocolate. A mother and daughter move to a small French town where they open a chocolate shop. The town, religious and morally strict, is against them as they represent free-thinking and indulgence. When a group of Boat Gypsies float down the river the prejudices of the Mayor leads to a crisis.",8.9256,2000-12-14,152500343.0,Chocolat,6.8,979.0,6.10001372,2000,"Juliette Binoche, Alfred Molina, Johnny Depp, Judi Dench, Leslie Caron, Carrie-Anne Moss, Aurelien Parent Koenig, Lena Olin, Peter Stormare, John Wood, Antonio Gil, Hélène Cardona, Hugh O'Conor, Victoire Thivisol, Gaelan Connell, Elisabeth Commelin, Ron Cook, Michèle Gleizer, Christianne Oliveira, Guillaume Tardieu, Harrison Pratt, Marion Hauducoeur",Lasse Hallström
standar,55000000.0,Drama Mystery Thriller,9566.0,en,"When the San Francisco Giants pay centerfielder Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan Gil Renard.  So when Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory... not even murder.",12.202063,1996-08-15,18626419.0,The Fan,5.7,202.0,0.33866216363636364,1996,"Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo, Benicio del Toro, Patti D'Arbanville, Chris Mulkey, Dan Butler, Kurt Fuller, Frank Medrano",Tony Scott
standar,0.0,Comedy,18955.0,en,"Coco is a French comedy released in 2009 and produced by Gad Elmaleh. This is the first embodiment of the actor, adapted from a sketch in the show La Vie Normale. Coco talks about organizing a Bar Mitzvah.",5.587649,2009-07-21,0.0,Coco,4.4,121.0,0.0,2009,"Gad Elmaleh, Pascale Arbillot, Manu Payet, Jean Benguigui, Ary Abittan, Daniel Cohen, Noémie Lvovsky, Gladys Cohen, Nicolas Jouxtel, Léane Grimaud, Jacques Spiesser, Gérard Depardieu, Enrico Macias",Gad Elmaleh
standar,24500000.0,Adventure Drama Action History,11416.0,en,"Jeremy Irons plays a Spanish Jesuit who goes into the South American wilderness to build a mission in the hope of converting the Indians of the region. Robert DeNiro plays a slave hunter who is converted and joins Irons in his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portugese aggressors.",11.241995,1986-09-29,17218023.0,The Mission,7.1,295.0,0.7027764489795918,1986,"Robert De Niro, Jeremy Irons, Ray McAnally, Aidan Quinn, Liam Neeson, Cherie Lunghi, Ronald Pickup, Chuck Low, Bercelio Moya, Sigifredo Ismare, Daniel Berrigan",Roland Joffé
The Fast and the Furious Collection,125000000.0,Action Thriller Crime,51497.0,en,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",1.420361,2011-04-20,626137675.0,Fast Five,7.1,2491.0,5.0091014,2011,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson, Ludacris, Matt Schulze, Sung Kang, Gal Gadot, Tego Calderón, Don Omar, Joaquim de Almeida, Dwayne Johnson, Elsa Pataky, Michael Irby, Fernando Chien, Alimi Ballard, Yorgo Constantine, Geoff Meed, Joseph Melendez, Jeirmarie Osorio, Mark Hicks, Esteban Cueto, Corey Michael Eubanks, Luis Da Silva Jr., Luis Gonzaga, Carlos Sanchez, Benjamin Blankenship, Pedro García, Arturo Gaskins, Jay Jackson, Arlene Santana, Kent Shocknek, Sharon Tay, Andy Rosa Adler, Eva Mendes, Michelle Rodriguez",Justin Lin
standar,0.0,Comedy,24122.0,en,"Sandy, upon discovering her husband's infidelity while watching her son's birthday video, leaves the suburbs and moves into the city. She gets an apartment that's above a coffee house where she befriends one of the workers, Aram, a guy whose wife only married him so she could get a green card. Aram's family thinks he's wasting his life and education by working in the coffee house. Soon after moving into the apartment, Sandy hires Aram to be her nanny while she takes on work for the first time since her children where born. It isn't long when Aram and Sandy find they get along wonderfully and start to date. But the question is: is their relationship real or is it, in fact, just a rebound for both of them?",8.323775,2009-09-16,0.0,The Rebound,5.9,224.0,0.0,2009,"Catherine Zeta-Jones, Justin Bartha, Art Garfunkel, Joanna Gleason, Lynn Whitfield, Andrew Cherry, Kate Jennings Grant, Rob Kerkovich, John Schneider, Sam Robards, Alice Playten, Stephanie Szostak, Kelly Gould, Peter Francis James, David Ross",Bart Freundlich
The Grudge Collection,20000000.0,Horror Thriller,1975.0,en,"In Tokyo, a young woman is exposed to the same mysterious curse that afflicted her sister. The supernatural force, which fills a person with rage before spreading to its next victim, brings together a group of previously unrelated people who attempt to unlock its secret to save their lives.",6.768804,2006-10-13,39143839.0,The Grudge 2,5.3,288.0,1.95719195,2006,"Sarah Michelle Gellar, Amber Tamblyn, Edison Chen, Arielle Kebbel, Jennifer Beals, Teresa Palmer, Misako Uno, Sarah Roemer, Matthew Knight, Takako Fuji, Ohga Tanaka, Joanna Cassidy, Christopher Cousins, Paul Jarrett, Jenna Dewan, Eve Gordon, Ryo Ishibashi, Shaun Sipos, Paul Jarrett, Gwenda Lorenzetti, Takashi Matsuyama",Takashi Shimizu
Think Like a Man Collection,12000000.0,Comedy Romance,67660.0,en,"The balance of power in four couples’ relationships is upset when the women start using the advice in Steve Harvey’s book, Act Like A Lady, Think Like A Man, to get more of what they want from their men. When the men realize that the women have gotten a hold of their relationship “playbook,” they decide that the best defense is a good offense and come up with a plan to use this information to their advantage.",5.264551,2012-04-16,96070507.0,Think Like a Man,6.9,287.0,8.005875583333333,2012,"Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall, Kevin Hart, Taraji P. Henson, Terrence Jenkins, Romany Malco, Gabrielle Union, Jenifer Lewis, Gary Owen, La La Anthony, Chris Brown, Wendy Williams, Sherri Shepherd, Caleel Harris, Arielle Kebbel, Steve Harvey, Tika Sumpter",Tim Story
standar,0.0,Western,301.0,en,"The sheriff of a small town in southwest Texas must keep custody of a murderer whose brother, a powerful rancher, is trying to help him escape. After a friend is killed trying to muster support for him, he and his deputies - a disgraced drunk and a cantankerous old cripple - must find a way to hold out against the rancher's hired guns until the marshal arrives. In the meantime, matters are complicated by the presence of a young gunslinger - and a mysterious beauty who just came in on the last stagecoach.",10.847383,1959-03-17,5800000.0,Rio Bravo,7.6,265.0,0.0,1959,"John Wayne, Dean Martin, Ricky Nelson, Walter Brennan, Angie Dickinson, Ward Bond, John Russell, Pedro Gonzalez Gonzalez, Estelita Rodriguez, Claude Akins, Walter Barnes, George Bell, Noble Chissell, Cecil Combs, Myron Healey, Cactus Mack, Mathew McCue, Frank Mills, Kansas Moehring, Jack Perry, Danny Sands, Sailor Vincent, Bob Whitney, Nesdon Booth, Robert Donner, Ted White, George Bruggeman, Ralph Bucko, Yakima Canutt, Chuck Roberson, Albert Cavens, Tom Monroe, Fred Graham, Eugene Iglesias, Joe Gray, Dean Smith, Riley Hill, Richard LaMarr, Gordon Mitchell, Bob Reeves, Bing Russell, Bob Steele, Bud Cokes",Howard Hawks
